tweet_id,tweet_text,offset,sentiment,embeddings,features.numb_of_urls,features.numb_of_hashtags,features.numb_of_personal_pronouns,features.numb_of_present_tenses,features.weighted_length,features.permillage,features.tweet_created_at,features.tweet_id_str,features.positive_sentiment,features.negative_sentiment,features.numb_of_mentions,features.numb_of_media,features.numb_of_past_tenses,features.numb_of_weird_chars,features.numb_of_questions,features.numb_of_emoticons,features.numb_of_swearing_word,features.numb_of_slang_words,features.numb_of_intensifiers,features.tweet_length,features.userFollowersCount,features.userFriendsCount,features.user_numb_of_tweets,features.user_list_count,features.dict_precision,features.dict_recall,features.dict_f_measure,features.offset,features.is_verified,tfIdf.mag,tfIdf.aeic,tfIdf.depth,tfIdf.utc,tfIdf.bmkg,tfIdf.location,tfIdf.earthquake,tfIdf.island,tfIdf.strikes,tfIdf.magnitude,tfIdf.sumatra,tfIdf.indonesia,tfIdf.news,tfIdf.including,tfIdf.main,tfIdf.centred,tfIdf.bali,tfIdf.java,tfIdf.powerful,tfIdf.islands,tfIdf.rocked,tfIdf.quake,tfIdf.safe,tfIdf.feel,tfIdf.jakarta,tfIdf.stay,tfIdf.app,tfIdf.southwest,tfIdf.amp,tfIdf.minutes,tfIdf.erthquakes,tfIdf.volcanoes,tfIdf.ago,tfIdf.aug,tfIdf.fri,tfIdf.info,tfIdf.postgresql,tfIdf.united,tfIdf.alert,tfIdf.rate,tfIdf.scrum,tfIdf.developer,tfIdf.kingdom,tfIdf.anxiety,tfIdf.tsunami,tfIdf.bring,tfIdf.sign,tfIdf.rocks,tfIdf.warning,tfIdf.issued,tfIdf.sunda,tfIdf.lives,tfIdf.selat,tfIdf.banten,tfIdf.potential,tfIdf.sr,tfIdf.country,tfIdf.cities,tfIdf.live,tfIdf.hits,tfIdf.indonesias,tfIdf.dead,tfIdf.panic,tfIdf.indonesian,tfIdf.kills,tfIdf.strong,tfIdf.displaced,tfIdf.dwellers,tfIdf.killed,tfIdf.reuters,tfIdf.person,tfIdf.undersea,tfIdf.struck,tfIdf.coastal,tfIdf.fear,tfIdf.super,tfIdf.drunk,tfIdf.spinning,tfIdf.wild,tfIdf.fears,tfIdf.ground,tfIdf.triggers,tfIdf.urged,tfIdf.capital,tfIdf.swaying,tfIdf.died,tfIdf.heart,tfIdf.authorities,tfIdf.hit,tfIdf.attack,tfIdf.buildings,tfIdf.damaged,tfIdf.houses,tfIdf.urging,tfIdf.rocking,tfIdf.officials,tfIdf.initially,tfIdf.coast,tfIdf.cancelled,tfIdf.populated,tfIdf.heavily,tfIdf.injured,tfIdf.worldnews,tfIdf.usgs,tfIdf.teacup,tfIdf.poodle,tfIdf.tiny,tfIdf.jual,tfIdf.black,tfIdf.betina,tfIdf.quality,tfIdf.toy,tfIdf.cbs,tfIdf.lifted,tfIdf.software,tfIdf.subscribe,tfIdf.learn,tfIdf.link,tfIdf.channel,tfIdf.pay,tfIdf.apwebier,tfIdf.click,tfIdf.languege,tfIdf.field,tfIdf.money,tfIdf.watch,tfIdf.success,tfIdf.earn,tfIdf.free,tfIdf.beautiful,tfIdf.destination,tfIdf.pray,tfIdf.assisting,tfIdf.chapter,tfIdf.code,tfIdf.languages,tfIdf.bright,tfIdf.students,tfIdf.competition,tfIdf.special,tfIdf.coding,tfIdf.victor,tfIdf.school,tfIdf.future,tfIdf.atl,tfIdf.montgomery,tfIdf.farm,tfIdf.bdpa,tfIdf.laptops,tfIdf.programming,tfIdf.scary,tfIdf.bed,tfIdf.south,tfIdf.moves,tfIdf.literally,tfIdf.breathe,tfIdf.damage,tfIdf.reports,tfIdf.prompting,tfIdf.tremors,tfIdf.office,tfIdf.casualties,tfIdf.prayforjakarta,tfIdf.west,tfIdf.breaking,tfIdf.huge,tfIdf.rattled,tfIdf.residents,tfIdf.thankyou,tfIdf.inform,tfIdf.fine,tfIdf.release,tfIdf.loves,tfIdf.update,tfIdf.source,tfIdf.naturaldisasters,tfIdf.strongest,tfIdf.ve,tfIdf.yup,tfIdf.brush,tfIdf.ease,tfIdf.basics,tfIdf.august,tfIdf.expan,tfIdf.skills,tfIdf.write,tfIdf.updated,tfIdf.guide,tfIdf.apps,tfIdf.pretty,tfIdf.university,tfIdf.searching,tfIdf.reading,tfIdf.american,tfIdf.marrigge,tfIdf.girl,tfIdf.boy,tfIdf.arabian,tfIdf.books,tfIdf.pdf,tfIdf.teacher,tfIdf.budg,tfIdf.cambridge,tfIdf.diploma,tfIdf.internet,tfIdf.yall,tfIdf.boiz,tfIdf.ripcurrents,tfIdf.scared,tfIdf.gempa,tfIdf.mins,tfIdf.report,tfIdf.eqalerts,tfIdf.hello,tfIdf.isya,tfIdf.agency,tfIdf.geophysics,tfIdf.saturday,tfIdf.feared,tfIdf.disaster,tfIdf.guys,tfIdf.lifts,tfIdf.shallow,tfIdf.image,tfIdf.sw,tfIdf.epicenter,tfIdf.southern,tfIdf.southernsumatra,tfIdf.occurred,tfIdf.streets,tfIdf.fleeing,tfIdf.friday,tfIdf.evening,tfIdf.province,tfIdf.generating,tfIdf.indonesiaearthquake,tfIdf.risked,tfIdf.monitors,tfIdf.fecha,tfIdf.temblor,tfIdf.sismo,tfIdf.prof,tfIdf.gmt,tfIdf.latitude,tfIdf.tracker,tfIdf.estimated,tfIdf.earthquakes,tfIdf.petajoule,tfIdf.energy,tfIdf.longitude,tfIdf.bengkulu,tfIdf.lampung,tfIdf.jakar,tfIdf.panicking,tfIdf.sea,tfIdf.triggering,tfIdf.hour,tfIdf.low,tfIdf.lalaupdates,tfIdf.weather,tfIdf.sunny,tfIdf.city,tfIdf.miles,tfIdf.tugu,tfIdf.hilir,tfIdf.issuing,tfIdf.living,tfIdf.wake,tfIdf.uhc,tfIdf.practice,tfIdf.bedrock,tfIdf.upload,tfIdf.break,tfIdf.record,tfIdf.survival,tfIdf.pvp,tfIdf.content,tfIdf.editing,tfIdf.evacuate,tfIdf.afp,tfIdf.indonesians,tfIdf.mitigation,tfIdf.serang,tfIdf.standard,tfIdf.timezone,tfIdf.preliminary,tfIdf.generate,tfIdf.surroundings,tfIdf.python,tfIdf.restful,tfIdf.guildford,tfIdf.aws,tfIdf.statement,tfIdf.western,tfIdf.chance,tfIdf.slight,tfIdf.reach,tfIdf.shskdhjkl,tfIdf.hope,tfIdf.oshit,tfIdf.o,tfIdf.quakes,tfIdf.monster,tfIdf.tend,tfIdf.tohoku,tfIdf.terms,tfIdf.close,tfIdf.notice,tfIdf.compared,tfIdf.tangerang,tfIdf.shook,tfIdf.humanitarian,tfIdf.fellow,tfIdf.moots,tfIdf.door,tfIdf.lamps,tfIdf.tlist,tfIdf.omf,tfIdf.rattling,tfIdf.entire,tfIdf.legit,tfIdf.rly,tfIdf.shakes,tfIdf.javalove,tfIdf.house,tfIdf.trm,tfIdf.yearsofjavalove,tfIdf.cake,tfIdf.host,tfIdf.javawave,tfIdf.tag,tfIdf.coming,tfIdf.bumi,tfIdf.gais,tfIdf.skrg,tfIdf.berpotensi,tfIdf.check,tfIdf.updates,tfIdf.swayings,tfIdf.mara,tfIdf.omg,tfIdf.told,tfIdf.ap,tfIdf.coastline,tfIdf.hours,tfIdf.night,tfIdf.lasted,tfIdf.australian,tfIdf.wa,tfIdf.status,tfIdf.meant,tfIdf.ridgecrest,tfIdf.whe,tfIdf.origin,tfIdf.days,tfIdf.consider,tfIdf.distribution,tfIdf.chile,tfIdf.javas,tfIdf.standby,tfIdf.huhu,tfIdf.included,tfIdf.heard,tfIdf.addition,tfIdf.abt,tfIdf.worries,tfIdf.kinda,tfIdf.danica,tfIdf.worried,tfIdf.rn,tfIdf.borneo,tfIdf.coverage,tfIdf.game,tfIdf.increased,tfIdf.reflection,tfIdf.testing,tfIdf.automatically,tfIdf.project,tfIdf.setters,tfIdf.getters,tfIdf.target,tfIdf.environment,tfIdf.surabaya,tfIdf.impact,tfIdf.solar,tfIdf.consistently,tfIdf.technology,tfIdf.savings,tfIdf.mentioned,tfIdf.inspiration,tfIdf.bliiip,tfIdf.design,tfIdf.inspirationf,tfIdf.toilet,tfIdf.panicked,tfIdf.feeling,tfIdf.happened,tfIdf.spectral,tfIdf.dec,tfIdf.dynamicearthcommunity,tfIdf.representation,tfIdf.slave,tfIdf.mindset,tfIdf.names,tfIdf.africans,tfIdf.children,tfIdf.native,tfIdf.african,tfIdf.indians,tfIdf.pravin,tfIdf.jamnandas,tfIdf.swear,tfIdf.tomorrow,tfIdf.ina,tfIdf.bbc,tfIdf.sights,tfIdf.pestilences,tfIdf.fearful,tfIdf.heaven,tfIdf.luke,tfIdf.signs,tfIdf.famines,tfIdf.divers,tfIdf.stories,tfIdf.loads,tfIdf.sites,tfIdf.identical,tfIdf.single,tfIdf.paywall,tfIdf.highlights,tfIdf.biggest,tfIdf.challenge,tfIdf.links,tfIdf.hard,tfIdf.sleep,tfIdf.prestigious,tfIdf.mega,tfIdf.luxurious,tfIdf.usd,tfIdf.center,tfIdf.kuningan,tfIdf.bathr,tfIdf.building,tfIdf.sqm,tfIdf.br,tfIdf.strategis,tfIdf.idr,tfIdf.price,tfIdf.offering,tfIdf.apartement,tfIdf.seismological,tfIdf.seismologists,tfIdf.european,tfIdf.centre,tfIdf.mediterranean,tfIdf.reported,tfIdf.earth,tfIdf.cuties,tfIdf.malaysian,tfIdf.journalists,tfIdf.isalnd,tfIdf.cnn,tfIdf.strait,tfIdf.hopefully
1157452613228433410,"[earthquake, mag, depth, utc, location, bmkg, aeic]",169042.0,,,,0.0,0.0,0.0,181.0,646.0,1564793182000.0,1.1574526132284334e+18,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,51.0,21681.0,710.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.6578815,0.6578815,0.45983943,0.40191585,0.50093687,0.50093687,0.0637553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157267699069624325,"[magnitude, earthquake, strikes, indonesia, sumatra, island]",124955.0,,,,0.0,0.0,0.0,85.0,303.0,1564749095000.0,1.1572676990696243e+18,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,60.0,3131.0,64.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.07438119,0.27678853,0.3756325,0.1822708,0.15271513,0.14261103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157564239780831232,"[powerful, earthquake, rocked, islands, indonesia, including, bali, magnitude, quake, centred, islands, sumatra, main, island, java, news]",195655.0,,6,,1.0,0.0,0.0,197.0,703.0,1564819795000.0,1.1575642397808312e+18,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,138.0,99347.0,185.0,0.0,1179.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.027892943,0.1037957,,0.068351544,0.057268173,0.053479135,0.18723327,0.28782314,0.28782314,0.28782314,0.28782314,0.06214077,0.13795468,0.3157161,0.23055497,0.08540574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157264758300524544,"[stay, safe, feel, earthquake, jakarta]",124253.0,,,,0.0,0.0,0.0,79.0,282.0,1564748393000.0,1.1572647583005245e+18,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,39.0,147.0,205.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.08925742,,,,,,,,,,,,,,,,0.5051457,1.0596635,0.24757488,0.56268215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157268001252495360,"[earthquake, southwest, sumatra, indonesia, fri, aug, utc, minutes, ago, info, volcanoes, amp, erthquakes, app]",125027.0,,,,0.0,0.0,0.0,205.0,732.0,1564749167000.0,1.1572680012524954e+18,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,111.0,1882.0,4907.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.20095792,,,0.03187765,,,,0.06544934,0.061119013,,,,,,,,,,,,,,,0.32894075,0.15448737,0.2634914,0.2634914,0.32894075,0.32894075,0.25046843,0.21398088,0.27943024,0.2634914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157311609032908801,"[rate, alert, java, developer, united, kingdom, java, scrum, postgresql]",135424.0,,,,3.0,0.0,0.0,110.0,392.0,1564759564000.0,1.1573116090329088e+18,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,72.0,208.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.22094496,,,,,,,,,,,,,,,,,,,0.58870196,0.58870196,0.43466923,0.5116856,0.58870196,0.5116856,0.58870196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157354289100197890,"[java, sumatra, magnitude, earthquake]",145599.0,,,,0.0,0.0,0.0,52.0,185.0,1564769739000.0,1.157354289100198e+18,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.111571774,,,0.27340618,0.22907269,,,,,,,0.24856308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157264630734921728,"[jakarta, stay, safe, earthquake]",124223.0,,,,0.0,0.0,0.0,55.0,196.0,1564748363000.0,1.1572646307349217e+18,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,962.0,588.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.111571774,,,,,,,,,,,,,,,,0.6314322,,0.3094686,0.7033527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157263104004087808,"[jakarta, tsunami, sign, bring, anxiety]",123859.0,,,,0.0,0.0,0.0,73.0,260.0,1564747999000.0,1.1572631040040878e+18,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,101.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.24757488,,,,,,,,,,,,,,,,,,,1.0596635,0.1909024,0.92103404,1.0596635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157340717158719488,"[tsunami, warning, issued, magnitude, earthquake, rocks, jakarta]",142363.0,,,,0.0,0.0,0.0,91.0,325.0,1564766503000.0,1.1573407171587195e+18,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,65.0,19571.0,38.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0637553,,,0.1562321,,,,,,,,,,,,,,,0.1768392,,,,,,,,,,,,,,,,,,,,0.13635886,,,0.50093687,0.17439714,0.34399226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
