TRECIS-CTIT-H-Test-027	Q0	750271842061914112	1	0.75	["ContinuingReport-News", "Report-Factoid", "Report-MultimediaShare", "Report-ThirdPartyObservation"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750297964963389440	2	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750316221552263168	3	0.25	["PastReport-News", "Other-Sentiment", "Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750336750241873922	4	0.75	["PastReport-News"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750337795735060480	5	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750340917777739776	6	0.75	["Report-Factoid"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750361050344673280	7	0.75	["ContinuingReport-News", "Report-Factoid", "KnownAlready", "Report-MultimediaShare"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750371242822086657	8	0.25	["Other-Discussion", "PastReport-News"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750391150352093184	9	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750432662242861056	10	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750437405425938432	11	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750442801347727360	12	0.25	["Other-Sentiment"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750463012465741824	13	0.25	["Other-Sentiment", "Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750499831760564225	14	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750509858345013248	15	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750513667653771264	16	0.75	["ContinuingReport-News"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750532345699020801	17	0.25	["Other-Discussion", "Other-Sentiment"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750543012237873153	18	0.75	["ContinuingReport-News", "Report-Factoid"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750544911699763200	19	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750546826001059841	20	0.25	["Other-Sentiment", "Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750548772296548352	21	0.25	["Other-Sentiment"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750561186173816833	22	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750563345263161344	23	0.25	["Other-Sentiment", "Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750680246026838016	24	0.75	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750692456664952833	25	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750704784819183616	26	0.25	["Other-Sentiment"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750714371765047301	27	0.25	["ContinuingReport-News", "Report-MultimediaShare", "SignificantEventChange"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750730746206138368	28	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750780497580560384	29	0.25	["Other-Irrelevant"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750799488911106049	30	0.25	["Report-MultimediaShare"]	nyu-smapp_fasttext_multi
TRECIS-CTIT-H-Test-027	Q0	750836866723803136	31	0.25	["Report-MultimediaShare", "PastReport-News", "Other-Sentiment"]	nyu-smapp_fasttext_multi
